Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
,,,,,,15060 | To empower girls' education and motivate parents to continue their children's studies through Shiksha Chaupal | 0.8819
,,,,,,15198 | To improve education in the village by organizing Shiksha Chaupal and making everyone understand the importance of education | 0.9303
,,,,,,27620 | To improve education in rural areas by setting up Shiksha Chaupal in every village and encouraging people to educate their children | 0.9399
,,,,,,11474 | To empower rural communities by promoting education and awareness through the Shiksha Graha Abhiyan initiative | 0.7925
,,,,,,"29100 | To improve education in Neema village by organizing Shiksha Chaupal and Meena Manch, and forming an education committee to stop child marriage and encourage children to attend school | 0.8272"
,,,,,,15307 | To improve education in Bhueyabigha by organizing Shiksha Chaupal and providing information about the importance of education | 0.8528
,,,,,,3990 | To improve education in Jai Prakash Nagar by organizing Shiksha Chaupal and providing financial support | 0.8412
,,,,,,15416 | To ensure girls receive higher education through Shiksha Chaupal | 0.8543
,,,,,,28477 | To empower girls' education and make them self-reliant through Shiksha Chaupal | 0.8772
,,,,,,29439 | To improve education in Auravaa Tilha by organizing Shiksha Chaupal and opening a remedial center | 0.8177
,,,,,,29550 | To address the challenge of Nothing through the Shiksha activity | 0.64
0f0c0eb3-2574-424b-b348-ed2cb027d316,Sanitary Napkin Scheme Relaunch for Menstrual Hygiene and Girls' Education,This theme encompasses initiatives focused on the relaunch or continuation of sanitary napkin schemes within government and aided schools. The primary objectives are to enhance menstrual hygiene practices among schoolgirls and to support their educational continuity by addressing barriers related to menstruation.,"menstrual hygiene,sanitary napkin scheme,girls' education,school health,hygiene education",Draft,21,29304 | To improve menstrual hygiene and education for girls in government and aided schools | 0.8238
,,,,,,29341 | To promote hygiene and education for girls by relaunching the Sanitary Napkin Scheme in government and aided schools | 0.9708
,,,,,,29089 | To relaunch the Sanitary Napkin Scheme in government and aided schools in Karnataka | 0.8492
,,,,,,29092 | To improve menstrual hygiene and education among girls in government and aided schools by relaunching the Sanitary Napkin Scheme | 0.9708
,,,,,,29093 | To relaunch the Sanitary Napkin scheme in government and aided schools to promote women's health and education | 0.9518
,,,,,,16100 | To improve menstrual hygiene among school girls by relaunching the Sanitary Napkin scheme | 0.8925
,,,,,,29096 | To relaunch the Sanitary Napkin scheme in government and aided schools to improve menstrual hygiene and education for girls | 0.9889
,,,,,,29107 | To relaunch the Sanitary Napkin scheme in government and aided schools | 0.9297
,,,,,,29109 | To improve menstrual hygiene and education for girls in government and aided schools | 0.8238
,,,,,,15975 | To promote menstrual hygiene and support girls education by relaunching the sanitary napkin scheme in government and aided schools | 0.976
,,,,,,29353 | To improve menstrual hygiene and education for girls in government and aided schools | 0.8238
,,,,,,29352 | To promote menstrual hygiene and education for girls in government and aided schools by relaunching the Suchi Kit scheme | 0.7406
,,,,,,16207 | To relaunch the Sanitary Napkin Scheme in government and aided schools | 0.9297
,,,,,,29301 | To relaunch the Sanitary Napkin scheme in government and aided schools | 0.9297
,,,,,,29305 | To relaunch the Sanitary Napkin scheme in government and aided schools to promote menstrual hygiene and education | 0.9792
,,,,,,29311 | To improve menstrual hygiene and provide access to sanitary napkins for girls in government and aided schools | 0.9357
,,,,,,29312 | To relaunch the Sanitary Napkin scheme in government and aided schools to promote health and hygiene among female students | 0.9513
,,,,,,29313 | To relaunch the Sanitary Napkin Scheme in government and aided schools | 0.9297
,,,,,,29317 | To relaunch the sanitary napkin scheme in government and aided schools | 0.9297
,,,,,,29335 | To relaunch the Sanitary Napkin scheme in government and aided schools to promote hygiene and education for girls | 0.9769
,,,,,,34642 | To promote menstrual hygiene and health among students in government and aided schools by relaunching the Sanitary Napkin Scheme | 0.963
a25022a5-0331-4431-8569-60ee9911ac71,Empowerment and Engagement of Girls through Meena Manch,"This theme encompasses the multifaceted efforts to strengthen and sustain Meena Manch, a platform dedicated to empowering girls and children, particularly adolescent girls, through safe spaces for expression, dialogue, and rights advocacy. It focuses on enhancing participation, ensuring continuity of activities, and fostering awareness on social issues, ultimately aiming to improve well-being, school attendance, and the ability to challenge societal norms.","Meena Manch,girl empowerment,child participation,safe spaces,rights awareness,social issues,school attendance,adolescent girls",Draft,20,3928 | To ensure the continuation of Meena Manch activities despite the transfer of the previous facilitator | 0.7352
,,,,,,41099 | To empower girls to speak openly and share their problems with each other through Meena Manch meetings | 0.7839
,,,,,,"41147 | To empower girls in Bihar through Meena Manch, a platform that provides a safe space for them to express themselves and raise their voices for their rights | 0.7881"
