Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no birth certificate,lack of Aadhar card,no ID,no legal document,enrollment barriers due to no Aadhar card",approved,279,16282 | To get Ravindra Kumar enrolled in school by obtaining his Aadhar card | 0.6535
,,,,,,14916 | To provide quality education to underprivileged students and improve their health and well-being | 0.8265
,,,,,,3798 | To address the lack of a playground in our school due to insufficient funds | 0.6631
,,,,,,6914 | To improve education for underprivileged children by providing them with resources and support | 0.9266
,,,,,,8023 | To ensure that underprivileged children receive proper education and enroll in school | 0.9231
,,,,,,10171 | To improve access to education for underprivileged children | 0.8816
,,,,,,21045 | To provide education to underprivileged children and empower them to create a better future for themselves | 0.9121
,,,,,,"15451 | To ensure timely distribution of incentive amounts to children in school, thereby promoting education and reducing poverty | 0.7911"
,,,,,,15722 | To provide education to underprivileged children | 0.9617
,,,,,,3797 | To address the lack of playgrounds in school due to financial constraints | 0.7064
,,,,,,40467 | To provide educational and recreational activities to underprivileged children and encourage their participation in learning | 0.8635
,,,,,,40465 | To provide educational opportunities to underprivileged children and keep them away from begging and agricultural activities | 0.8718
,,,,,,40488 | To educate underprivileged children like Durga and encourage their parents to support their education | 0.7824
25c3fdda-0f95-4bc4-811b-85fc6d22d9ac,Financial Literacy and Empowerment,"This theme encompasses initiatives focused on increasing knowledge and understanding of financial concepts, principles, and practices among individuals and communities. It specifically addresses the empowerment of women through enhanced financial literacy, enabling them to make informed decisions, improve their financial well-being, and potentially pursue educational or economic opportunities.","financial literacy,women's empowerment,financial education,community development,financial well-being",Draft,18,14050 | To educate women about financial literacy and its importance | 0.9546
,,,,,,5082 | To educate the community about financial literacy and its importance | 0.9298
,,,,,,5001 | To educate women in the community about financial literacy and its importance | 0.9497
,,,,,,5511 | To educate the community about financial literacy and its importance | 0.9298
,,,,,,13890 | To educate the community about financial literacy and its importance | 0.9298
,,,,,,14086 | To educate women about financial literacy | 0.9413
,,,,,,14038 | To educate the community about financial literacy and its importance | 0.9298
,,,,,,14044 | To enhance financial literacy among women in Pillana Halli by providing information and education | 0.8169
,,,,,,14043 | To educate women in the community about financial literacy and empower them to make informed decisions. | 0.8805
,,,,,,14053 | To educate women about financial literacy and its importance | 0.9546
,,,,,,14088 | To improve financial literacy among women in Salundi by providing information and education | 0.8387
,,,,,,29164 | To strengthen financial situation | 0.6315
,,,,,,29165 | To improve the financial situation and support studies | 0.7062
,,,,,,29166 | To improve financial condition and pursue studies | 0.684
,,,,,,14477 | To educate women about financial literacy and its importance | 0.9546
,,,,,,14046 | To educate women about financial literacy and its importance | 0.9546
,,,,,,14087 | To improve financial literacy among the community by raising awareness | 0.8388
,,,,,,14048 | To educate women about financial literacy and its importance | 0.9546
15c0995e-c3f8-4f60-8e28-126a47cec912,Ensuring Access to Potable Water in Educational Institutions,"This theme encompasses initiatives and strategies aimed at guaranteeing the availability of safe and clean drinking water for all individuals within educational settings, including students and staff. It addresses the critical need for hygienic water sources to support health, well-being, and optimal learning environments, often involving infrastructure development and resource management.","school water,potable water access,student health,educational infrastructure,water quality",Draft,17,3186 | To provide clean drinking water to students and teachers | 0.9591
,,,,,,3818 | To provide clean drinking water to students and staff at the school by installing a purification plant | 0.818
,,,,,,29113 | To provide clean drinking water for students in schools and colleges | 0.9956
,,,,,,29114 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29115 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29116 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29330 | To provide clean drinking water for students in schools and colleges | 0.9956
,,,,,,29120 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29259 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29289 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29322 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29323 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29326 | To provide clean drinking water for students in schools and colleges | 0.9956
,,,,,,29327 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29328 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29329 | To provide clean drinking water to students in schools and colleges | 0.9988
,,,,,,29331 | To provide clean drinking water to students in schools and colleges | 0.9988
733c6de4-48e5-4d10-9339-87d50f1e77fc,Educational Empowerment and Independence for Girls and Women,"This theme centers on the transformative power of education in fostering self-reliance and agency among girls and women. It encompasses initiatives aimed at providing educational opportunities that equip them with the knowledge, skills, and confidence to achieve financial independence and become empowered individuals within their families and communities.","girls' education,women's empowerment,financial independence,educational attainment,self-reliance,agency",Draft,16,28634 | To empower girls through education and make them independent | 0.9904
